id,sensor_id,data,time_stamp
454,'1',17.2,'2021-10-31T01:13:08.553913+02'
455,'1',17.1,'2021-10-31T01:34:15.29474+02'
456,'1',17.1,'2021-10-31T01:56:42.783441+02'
457,'1',17.1,'2021-10-31T02:17:53.783414+02'
458,'1',17.1,'2021-10-31T02:39:06.110334+02'
459,'1',16.9,'2021-10-31T03:04:20.357607+01'
460,'1',16.9,'2021-10-31T03:26:57.634271+01'
461,'1',16.9,'2021-10-31T03:48:40.295784+01'
462,'1',16.9,'2021-10-31T04:11:47.136347+01'
463,'1',16.8,'2021-10-31T04:33:28.611904+01'
464,'1',16.8,'2021-10-31T04:55:52.466812+01'
465,'1',16.7,'2021-10-31T05:18:24.848128+01'
466,'1',16.7,'2021-10-31T05:42:17.856454+01'
467,'1',16.7,'2021-10-31T06:04:53.653619+01'
468,'1',16.7,'2021-10-31T06:26:14.361252+01'
469,'1',16.6,'2021-10-31T06:49:12.132325+01'
470,'1',16.6,'2021-10-31T07:10:37.579769+01'
471,'1',16.6,'2021-10-31T07:32:04.946984+01'
472,'1',16.6,'2021-10-31T07:54:01.147683+01'
473,'1',16.5,'2021-10-31T08:16:38.132541+01'
474,'1',16.5,'2021-10-31T08:37:55.555583+01'
475,'1',16.5,'2021-10-31T08:59:21.037939+01'
476,'1',16.5,'2021-10-31T09:20:39.975046+01'
477,'1',16.5,'2021-10-31T09:42:16.38836+01'
478,'1',16.4,'2021-10-31T10:03:32.464559+01'
479,'1',16.4,'2021-10-31T10:25:47.064587+01'
